store,sku,name,brand,category,quantity_value,quantity_unit,pack_size,price_eur,price_bgn
Kaufland,02201398,Пещера Мастика,,Напитки алкохолни,,,,6.64,12.99
Kaufland,00042702,"EM Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,7.66,14.98
Kaufland,00083808,EM Червено вино Мавруд,,Напитки алкохолни,,,,7.66,14.98
Kaufland,00064892,"Едоардо Миролио Червено, бяло вино или розе",,Напитки алкохолни,,,,7.66,14.98
Kaufland,01900241,Martini Asti Пенливо вино,,Напитки алкохолни,,,,10.22,19.99
Kaufland,20001244,Martini Пенливо вино различни видове,,Напитки алкохолни,,,,10.22,19.99
Kaufland,20781584,"ЕМ Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,7.66,14.98
Kaufland,00061666,Midalidare Nota Bene Червено вино,,Напитки алкохолни,,,,8.68,16.98
Kaufland,00059828,"Pixels Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,6.13,11.99
Kaufland,00059829,"Pixels Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,6.13,11.99
Kaufland,00059831,Pixels Розе от Гренаш,,Други,,,,6.13,11.99
Kaufland,00059832,"Pixels Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,6.13,11.99
Kaufland,00093931,"Zlaten Rozhen Червено, бяло вино или розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00093960,"Zlaten Rozhen Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00093961,Zlaten Rozhen Червено вино,,Напитки алкохолни,,,,4.59,8.98
Kaufland,00093985,"Zlaten Rozhen Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,20277856,Voscarini Пенливо вино Prosecco Frizzante,,Напитки алкохолни,,,,3.57,6.98
Kaufland,20807524,PIXELS Червено вино Сира,,Напитки алкохолни,,,,6.13,11.99
Kaufland,20894956,"ТТ Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,11.24,21.98
Kaufland,20894958,"ТТ Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,11.24,21.98
Kaufland,20894959,"ТТ Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,11.24,21.98
Kaufland,20894963,"ТТ Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,11.24,21.98
Kaufland,20894964,"ТТ Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,11.24,21.98
Kaufland,20891696,"COCA-COLA 8 x 0,33 л кен промопакет",Coca-Cola,Напитки алкохолни,2.64,l,8,4.59,8.98
Kaufland,02100650,Johnnie Walker Шотландско уиски 40% vol,Johnnie Walker,Напитки алкохолни,,,,13.8,26.99
Kaufland,01701900,Логодаж Керацуда/ Широка мелнишка лоза Червено или Бяло вино,,Напитки алкохолни,,,,7.15,13.98
Kaufland,00060563,Flirt Водка,,Напитки алкохолни,,,,8.17,15.98
Kaufland,20781261,"Le Photographe Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,9.19,17.97
Kaufland,02300276,"Пиринско Бира 4,4% vol",Пиринско,Напитки алкохолни,,,,0.59,1.15
Kaufland,00059338,"Cheval de Katarzyna Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,5.11,9.99
Kaufland,02300235,PEPSI/ MIRINDA/ 7 UP различни видове,Mirinda,Други,,,,1.02,1.99
Kaufland,02301270,Devin Вода различни видове,Devin,Други,,,,0.43,0.84
Kaufland,00082819,Cappy Pulpy Плодова напитка различни видове,,Хляб и печива,,,,1.02,1.99
Kaufland,20813287,"ПИРИНСКО Бира 6 х 0,5 л кен",Пиринско,Напитки алкохолни,3.0,l,6,3.32,6.49
Kaufland,02300313,Ариана Бира,Ариана,Напитки алкохолни,,,,0.5,0.98
Kaufland,02300251,Prisun Плодова напитка различни видове,,Хляб и печива,,,,1.12,2.19
Kaufland,02300101,Хисар Натурална минерална вода,Хисар,Напитки безалкохолни,,,,1.27,2.48
Kaufland,20754565,Stallion Selection Червено или Бяло вино различни сортове,,Напитки алкохолни,,,,7.66,14.98
Kaufland,00093802,"Midalidare Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.85,9.49
Kaufland,20652715,ANGEL'S SHARE/ SILVER ANGEL Червено или Бяло вино различни сортове,,Напитки алкохолни,,,,6.64,12.99
Kaufland,00059607,"CONTEMPLATIONS Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,6.48,12.67
Kaufland,01800195,"Targovishte Червено, Бяло вино или Розе избрани сортове",,Напитки алкохолни,,,,6.64,12.99
Kaufland,20711574,Cipriani Prosecco Brut,,Други,,,,14.31,27.99
Kaufland,00077815,Gourmandise Mediterranee IGP Бяло вино или Розе различни сортове,,Напитки алкохолни,,,,8.17,15.98
Kaufland,20871817,ВЕЛИНГРАД Mинерална вода промопакет,Велинград,Напитки алкохолни,,,,2.04,3.99
Kaufland,20788099,Загорка Бира 5% vol,Загорка,Напитки алкохолни,,,,4.24,8.29
Kaufland,00081080,Grant's Шотландско уиски,,Напитки алкохолни,,,,18.4,35.99
Kaufland,02303501,Загорка Специално Бира,Загорка,Напитки алкохолни,,,,1.12,2.19
Kaufland,20656762,Warsteiner Бира,,Напитки алкохолни,,,,3.57,6.98
Kaufland,00052206,Four Roses Бърбън уиски,,Напитки алкохолни,,,,11.24,21.98
Kaufland,20078269,GILLETTE Самобръсначка Blue 3,Gillette,Други,,,,8.68,16.98
Kaufland,20061989,GILLETTE Самобръсначка Sensor3/ Blue3 различни видове,Gillette,Други,,,,8.68,16.98
Kaufland,00065299,GILLETTE Самобръсначка Blue 3 различни видове,Gillette,Други,,,,8.68,16.98
Kaufland,00076604,STR8 Тоалетна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,20819946,STR8 Тоалетна вода Wild Beat,,Други,,,,6.64,12.99
Kaufland,20667674,STR8 Тоалетна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,00076606,STR8 Тоалетна вода,,Други,,,,6.64,12.99
Kaufland,00076642,Nike Тоалетна вода различни видове,,Други,,,,10.22,19.99
Kaufland,20673785,Nike Тоалетна вода различни аромати,,Напитки алкохолни,,,,10.22,19.99
Kaufland,00103454,Nike Тоалетна вода различни аромати,,Напитки алкохолни,,,,10.22,19.99
Kaufland,00103455,Nike Тоалетна вода различни аромати,,Напитки алкохолни,,,,10.22,19.99
Kaufland,04704532,"NIVEA Шампоан, Балсам или Душ гел различни видове",Nivea,Козметика,,,,2.8,5.48
Kaufland,00044886,Nivea Men Душ гел Active Clean,Nivea,Козметика,,,,2.8,5.48
Kaufland,00021094,Nivea Душ гел Hawaii Flower & Oil,Nivea,Козметика,,,,2.8,5.48
Kaufland,00021682,L'Oreal Revitalift Крем за лице различни видове,,Козметика,,,,12.77,24.98
Kaufland,20632189,LOREAL REVITALIFT Крем за лице нощен,Loreal,Козметика,,,,12.77,24.98
Kaufland,00068213,L'Oréal Revitalift Крем за лице различни видове,,Козметика,,,,12.77,24.98
Kaufland,00050988,Nivea Почистващи продукти за лице различни видове,Nivea,Почистващи,,,,3.06,5.98
Kaufland,00075765,Nivea Urban Skin Мицеларна вода,Nivea,Други,,,,3.06,5.98
Kaufland,00078804,Nivea Почистващи продукти за лице различни видове,Nivea,Почистващи,,,,3.06,5.98
Kaufland,00109035,Nivea Продукти за лице различни видове,Nivea,Други,,,,3.06,5.98
Kaufland,00050986,Nivea Мицеларна вода,Nivea,Други,,,,3.06,5.98
Kaufland,00078779,Nivea Мицеларен измивен гел с розова вода,Nivea,Други,,,,3.06,5.98
Kaufland,04702594,Taft Стилизиращи продукти за коса,,Други,,,,3.06,5.98
Kaufland,00040224,Taft Стилизиращи продукти за коса,,Други,,,,3.06,5.98
Kaufland,00012828,Taft Пяна коса Volume Mega,,Други,,,,3.06,5.98
Kaufland,04700298,Taft Гел за коса различни видове,,Други,,,,3.06,5.98
Kaufland,04700299,Taft Стилизиращи продукти за коса,,Други,,,,3.06,5.98
Kaufland,20307871,La Rive Парфюмна или Тоалетна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,20004895,La Rive Парфюмна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,20281124,La Rive Парфюмна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,20281125,La Rive Парфюмна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,20078102,La Rive Парфюмна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,20078293,La Rive Парфюмна вода различни аромати,,Напитки алкохолни,,,,6.64,12.99
Kaufland,00053904,K-Classic Суха храна за котки,K-Classic,Храна за животни,,,,3.06,5.98
Kaufland,20715860,Semana Омекотител Extra Fresh Bright Sky,,Почистващи,,,,4.59,8.98
Kaufland,04804200,Parоdontax Паста за зъби или Четка за зъби,,Паста и тестени,,,,2.86,5.59
Kaufland,00050298,Parоdontax Паста за зъби различни видове,,Паста и тестени,,,,2.86,5.59
